id_cliente,nome_cliente,cpf,sexo,cidade,estado,id_tipo_cliente
4287,Dra. Cecilia Rios,405.726.391-80,Feminino,Serra,ES,1
4288,Davi Lucca Araújo,609.874.231-69,Masculino,Santa Rita,PB,2
4289,Pedro Lucas Cassiano,530.172.468-17,Feminino,Cajazeiras,PB,1
4290,José da Mata,280.596.734-83,Masculino,Águas Lindas de Goiás,GO,1
4291,Srta. Bianca Oliveira,507.431.869-66,Feminino,Florianópolis,SC,1
4292,Amanda Andrade,349.158.670-48,Masculino,Primavera do Leste,MT,2
4293,Lucas Rodrigues,598.731.264-73,Masculino,São Gonçalo,RJ,2
4294,Dr. Luiz Felipe Siqueira,783.614.529-82,Masculino,Rio Largo,AL,2
4295,Brayan Alves,951.468.273-46,Masculino,Colombo,PR,1
4296,Ester Viana,805.314.726-71,Masculino,Delmiro Gouveia,AL,1
4297,Fernanda Albuquerque,186.724.590-67,Masculino,Guarulhos,SP,1
4298,Lavínia Fernandes,625.793.408-74,Masculino,Pedro II,PI,2
4299,Pietro Brito,897.243.605-47,Feminino,Aracruz,ES,2
4300,Caroline Andrade,752.093.618-02,Feminino,Altos,PI,1
4301,Antônio Pires,648.391.702-31,Masculino,Ipatinga,MG,1
4302,José Miguel Vasconcelos,407.158.392-41,Masculino,São Miguel dos Campos,AL,2
4303,Bernardo Cirino,036.814.925-06,Masculino,Camaçari,BA,2
4304,Isis Cardoso,619.357.280-59,Masculino,Picos,PI,2
4305,Samuel Sales,935.182.760-77,Feminino,Bragança,PA,1
4306,Dra. Amanda Nogueira,319.056.428-06,Feminino,Santa Rita,PB,2
4307,Vinicius Câmara,215.840.769-76,Masculino,Rio Branco,AC,2
4308,Matheus Garcia,430.987.265-47,Masculino,Aracaju,SE,3
4309,Miguel Mendonça,239.678.514-19,Masculino,Porto Grande,AP,1
4310,Arthur Miguel Garcia,069.381.547-75,Masculino,Oiapoque,AP,2
4311,José Miguel Campos,810.739.624-31,Masculino,Guarabira,PB,2
4312,Yasmin Silveira,018.392.674-96,Masculino,Santos,SP,1
4313,Mariane Sousa,589.326.047-38,Masculino,Naviraí,MS,1
4314,Nicole Siqueira,547.809.123-50,Feminino,São José dos Campos,SP,2
4315,Larissa Nogueira,652.104.897-01,Masculino,Anápolis,GO,1
4316,Gael da Luz,304.761.859-39,Feminino,Nova Cruz,RN,2
4317,Apollo Cassiano,675.293.801-68,Masculino,Garanhuns,PE,3
4318,Caio Lima,382.705.946-10,Feminino,Vitória da Conquista,BA,2
4319,Gael Ferreira,821.376.590-77,Feminino,Pedro II,PI,2
4320,Yago Vargas,049.856.327-83,Feminino,Lucas do Rio Verde,MT,1
4321,Enzo Vargas,580.261.749-76,Masculino,João Pessoa,PB,1
4322,Nicole Mendes,218.730.594-50,Feminino,Feijó,AC,3
4323,Vinícius Brito,768.129.043-50,Feminino,Naviraí,MS,1
4324,Rafaela Costa,718.036.529-77,Masculino,Picos,PI,1
4325,Marina da Mota,641.237.958-46,Feminino,Guarapari,ES,1
4326,Lívia Correia,742.916.358-00,Feminino,Piripiri,PI,3
4327,Rebeca Silva,735.089.642-56,Masculino,Boa Vista,RR,1
4328,Isadora Ribeiro,701.258.634-62,Masculino,Santos,SP,1
4329,Maysa Vieira,159.463.702-43,Masculino,Curitiba,PR,2
4330,Leandro Mendonça,725.943.086-92,Feminino,Marabá,PA,1
4331,Dr. Ian da Conceição,841.379.056-57,Masculino,Ceará-Mirim,RN,2
4332,Sophia Borges,568.091.723-86,Masculino,Capela,SE,2
4333,Sr. Vicente Cunha,439.671.805-57,Masculino,Feira de Santana,BA,1
4334,Vitória Araújo,879.451.260-49,Masculino,Tabatinga,AM,1
4335,José Pedro Brito,679.104.328-87,Feminino,Guarapuava,PR,2
4336,Antônio Pinto,647.218.503-44,Masculino,Cacoal,RO,3
4337,Isabela Siqueira,487.091.265-11,Masculino,Colombo,PR,2
4338,Eloá Novais,904.267.138-69,Masculino,Piripiri,PI,1
4339,Pietra Costela,312.740.869-22,Masculino,Parnaíba,PI,1
4340,Maria Luiza Câmara,409.687.321-78,Feminino,Feira de Santana,BA,1
4341,Ravi Lucca Lima,528.734.961-00,Feminino,Macaíba,RN,2
4342,Noah Pastor,217.903.548-97,Masculino,Parauapebas,PA,1
4343,Dra. Cecília Pires,845.273.061-62,Feminino,Santarém,PA,1
4344,Antônio Fogaça,745.980.312-04,Feminino,Taguatinga,DF,1
4345,Vitor Marques,841.796.035-00,Feminino,Pedra Branca do Amapari,AP,3
4346,Ana Clara Monteiro,839.246.150-98,Feminino,Açailândia,MA,1
4347,Luiz Miguel Cardoso,481.307.259-32,Masculino,São Cristóvão,SE,3
4348,Ryan Lima,546.027.893-74,Feminino,Itapipoca,CE,2
4349,Carlos Eduardo da Rocha,731.594.682-91,Feminino,Ipatinga,MG,2
4350,Anthony Rocha,127.309.645-25,Feminino,Brasília,DF,2
4351,Dr. Theodoro Fernandes,301.592.476-16,Feminino,Tangará da Serra,MT,1
4352,Vinicius Abreu,302.148.965-60,Masculino,Balsas,MA,2
4353,Maria Julia Duarte,840.159.632-70,Feminino,Itabaiana,SE,2
4354,Lorenzo Cardoso,657.140.983-66,Masculino,Aracruz,ES,2
4355,Dr. Felipe Jesus,098.245.763-47,Masculino,Paraíso do Tocantins,TO,1
4356,Sophia Albuquerque,039.721.856-77,Masculino,Sapé,PB,2
4357,Maria Laura Moura,728.016.349-13,Masculino,Bonfim,RR,1
4358,Ana Luiza Teixeira,628.154.397-19,Masculino,Timon,MA,1
4359,Daniel Fonseca,415.670.983-39,Feminino,Gama,DF,1
4360,Carolina Marques,294.617.305-43,Masculino,Belford Roxo,RJ,3
4361,Isabela das Neves,926.145.387-28,Masculino,Sinop,MT,2
4362,Luna Ferreira,910.485.632-51,Feminino,Santana,AP,2
4363,Sofia Ferreira,723.891.045-41,Masculino,União,PI,2
4364,Amanda Ferreira,587.210.963-68,Masculino,Curitiba,PR,2
4365,João Gabriel Silveira,904.835.276-29,Masculino,Cachoeiro de Itapemirim,ES,1
4366,Ana Cecília Cirino,781.265.034-08,Feminino,Caruaru,PE,1
4367,Elisa Moraes,459.783.261-00,Masculino,Vitória,ES,3
4368,Augusto Oliveira,269.483.750-65,Feminino,Joinville,SC,3
4369,Ester Almeida,089.237.461-69,Masculino,Estância,SE,3
4370,Gustavo Henrique Teixeira,579.814.632-46,Masculino,Guarabira,PB,3
4371,Sra. Mariah Montenegro,084.379.561-10,Masculino,Sena Madureira,AC,1
4372,Dra. Brenda Cardoso,362.751.894-28,Feminino,São Paulo,SP,2
4373,Ana Carolina Abreu,251.480.397-79,Masculino,Tobias Barreto,SE,1
4374,Leandro Sales,460.923.871-31,Masculino,Miracema do Tocantins,TO,2
4375,Pietra Mendonça,476.109.832-50,Feminino,Guarapari,ES,1
4376,Vitor Gabriel Pereira,019.753.842-88,Masculino,Luziânia,GO,2
4377,Bruno Montenegro,042.951.867-67,Masculino,Itajaí,SC,3
4378,Dr. Luiz Felipe Marques,396.451.872-73,Feminino,Sorriso,MT,2
4379,Maria Cecília Siqueira,592.743.618-82,Masculino,Salvador,BA,1
4380,Paulo Teixeira,647.813.295-19,Feminino,Campinas,SP,3
4381,Henry Gabriel Aparecida,092.765.341-99,Masculino,Humaitá,AM,1
4382,Sr. Isaque da Paz,785.142.963-37,Masculino,Primavera do Leste,MT,2
4383,João Pedro Campos,450.283.179-41,Feminino,Duque de Caxias,RJ,2
4384,Paulo Pereira,518.406.329-33,Masculino,Ceilândia,DF,2
4385,Vitor Ramos,758.246.109-67,Masculino,Santa Maria,DF,2
4386,Esther da Cruz,241.856.370-71,Feminino,Oiapoque,AP,2
4387,Vicente Abreu,167.532.980-02,Feminino,Uberaba,MG,1
4388,Yago Pinto,085.413.976-10,Feminino,União dos Palmares,AL,1
4389,Maria Vitória Oliveira,479.812.350-14,Masculino,Florianópolis,SC,2
4390,Dra. Maria Vitória Barros,617.935.248-82,Feminino,Estância,SE,1
4391,Ana Laura Nogueira,431.698.205-24,Masculino,Abaetetuba,PA,3
4392,Sra. Ana Carolina Porto,053.891.764-48,Masculino,Parnaíba,PI,1
4393,Dr. Kaique Araújo,284.976.315-28,Masculino,Belém,PA,3
4394,Sr. Enzo Gabriel Leão,813.074.956-48,Feminino,Delmiro Gouveia,AL,3
4395,Vicente Sales,354.018.276-44,Masculino,Cáceres,MT,3
4396,Felipe Freitas,802.765.394-00,Feminino,Palmas,TO,1
4397,Emanuelly Sampaio,743.206.189-04,Masculino,Porto Grande,AP,3
4398,Davi Luiz Monteiro,023.978.654-83,Feminino,Itacoatiara,AM,2
4399,Mateus Abreu,763.825.109-12,Feminino,Montes Claros,MG,1
4400,Maria Vitória Abreu,263.159.780-02,Masculino,Altos,PI,1
4401,Sra. Emanuelly Pastor,870.612.593-02,Masculino,Camaragibe,PE,1
4402,Dra. Aurora da Mata,351.978.624-91,Feminino,São Gonçalo do Amarante,RN,3
4403,João Siqueira,485.130.629-60,Feminino,São Luís,MA,1
4404,Dr. Ravy Cassiano,240.956.173-06,Feminino,Curitiba,PR,2
4405,Danilo Câmara,908.264.135-60,Masculino,Itabaiana,SE,1
4406,Eloah Costa,407.823.169-13,Masculino,Garanhuns,PE,2
4407,Dr. Murilo da Costa,851.476.209-58,Feminino,Belém,PA,1
4408,Vinícius Vieira,680.725.349-47,Feminino,Mossoró,RN,1
4409,Vinicius Abreu,726.530.841-71,Masculino,João Pessoa,PB,2
4410,Rafael Freitas,017.629.583-68,Masculino,Campo Maior,PI,3
4411,Dr. Valentim Peixoto,906.243.578-56,Masculino,Santo André,SP,1
4412,Guilherme Cavalcante,420.817.953-88,Masculino,Plácido de Castro,AC,3
4413,Srta. Bella Andrade,671.583.940-93,Feminino,Barra do Garças,MT,2
4414,Ayla da Rosa,209.438.167-69,Feminino,Capela,SE,2
4415,Yuri Jesus,140.592.867-02,Feminino,São Cristóvão,SE,2
4416,José Pedro Sousa,928.710.546-49,Feminino,Vitória do Jari,AP,1
4417,Srta. Alice Alves,132.845.970-50,Masculino,Campos dos Goytacazes,RJ,2
4418,Isaac Farias,071.582.693-02,Feminino,Juazeiro,BA,2
4419,Bruna Porto,762.498.513-64,Masculino,Mâncio Lima,AC,3
4420,Laura Araújo,879.421.306-22,Masculino,Maracanaú,CE,1
4421,Yuri Correia,079.483.156-75,Feminino,Caxias,MA,2
4422,Davi Lucas Mendonça,315.968.704-00,Masculino,Barra do Garças,MT,2
4423,Srta. Mariane Cirino,924.875.361-28,Feminino,Altamira,PA,2
4424,Fernanda Nogueira,243.810.956-42,Feminino,Lauro de Freitas,BA,2
4425,Eduarda Cavalcante,293.140.687-22,Masculino,Tobias Barreto,SE,3
4426,Enrico Cunha,506.138.249-89,Masculino,Guajará-Mirim,RO,1
4427,Kaique Barbosa,245.168.739-82,Masculino,Balsas,MA,3
4428,Melina Rocha,083.451.296-33,Feminino,Pedro II,PI,1
4429,Eduarda Sales,938.572.016-30,Masculino,Vilhena,RO,3
4430,Sr. Gustavo Henrique Silva,875.640.913-39,Feminino,Normandia,RR,2
4431,João Felipe Fernandes,875.420.139-04,Feminino,Palmas,TO,3
4432,Henry Gabriel Cirino,308.974.651-48,Feminino,Rorainópolis,RR,3
4433,Liz Montenegro,467.238.190-04,Masculino,Belo Horizonte,MG,2
4434,Yan da Cruz,569.043.128-15,Masculino,Barra do Garças,MT,2
4435,Agatha Souza,259.867.430-83,Feminino,Parauapebas,PA,1
4436,Bento Sá,596.182.037-86,Masculino,Campos dos Goytacazes,RJ,1
4437,Maria Luísa Machado,680.954.271-01,Feminino,Porto Nacional,TO,1
4438,Maria Liz da Rosa,703.192.654-80,Masculino,Sorocaba,SP,1
4439,Eduardo Alves,654.981.730-75,Feminino,Itabaiana,SE,2
4440,Henry da Rosa,037.921.568-30,Masculino,Belford Roxo,RJ,3
4441,Benício Farias,683.504.297-47,Feminino,Rio Verde,GO,2
4442,Srta. Elisa Fonseca,264.739.581-00,Feminino,Maringá,PR,1
4443,Pedro Henrique Macedo,648.173.905-57,Masculino,Floriano,PI,2
4444,Ana Marques,810.576.439-39,Masculino,Sena Madureira,AC,2
4445,Vinicius Vargas,056.482.197-76,Feminino,Rio Branco,AC,2
4446,Dra. Rafaela das Neves,908.264.735-47,Feminino,Caicó,RN,3
4447,Eloá Sampaio,314.780.296-50,Feminino,Macapá,AP,1
4448,Oliver da Rocha,041.795.386-01,Masculino,Piripiri,PI,1
4449,Gabrielly Barbosa,058.691.742-01,Masculino,Miracema do Tocantins,TO,1
4450,Luiza Andrade,690.835.247-10,Masculino,Arapiraca,AL,1
4451,Danilo da Luz,835.029.671-21,Masculino,Macaíba,RN,1
4452,João Felipe Silveira,278.051.643-71,Feminino,Chapecó,SC,1
4453,Maria Julia Camargo,159.063.724-07,Masculino,Lagarto,SE,3
4454,José Miguel Costela,534.068.921-24,Masculino,Petrópolis,RJ,2
4455,Sr. José Miguel Sampaio,725.810.493-32,Feminino,Penedo,AL,1
4456,Ana Vitória Cirino,207.198.564-85,Feminino,Goiânia,GO,3
4457,Antônio Novaes,860.543.197-01,Masculino,Sapé,PB,1
4458,Nicolas Andrade,103.684.529-05,Feminino,Coruripe,AL,3
4459,Apollo Peixoto,981.754.320-04,Masculino,Tobias Barreto,SE,2
4460,Catarina Ribeiro,287.690.531-03,Masculino,Campo Grande,MS,2
4461,Clarice Fogaça,439.520.186-51,Feminino,Jaraguá do Sul,SC,2
4462,Erick Mendes,386.549.710-10,Masculino,Cuiabá,MT,3
4463,Arthur Miguel Farias,128.539.706-12,Feminino,São Cristóvão,SE,1
4464,Sra. Sabrina Melo,783.596.420-10,Feminino,Oiapoque,AP,1
4465,Thales Abreu,824.075.193-88,Feminino,Vila Velha,ES,3
4466,Henry Correia,157.490.826-01,Feminino,Três Lagoas,MS,1
4467,Maria Isis Barros,620.731.859-59,Masculino,Maués,AM,2
4468,Cecilia Garcia,609.438.751-10,Masculino,João Pessoa,PB,1
4469,Isaque Pinto,027.361.594-70,Masculino,Rorainópolis,RR,1
4470,Gustavo Cunha,950.368.417-00,Feminino,Xapuri,AC,1
4471,Sra. Maria Almeida,809.274.563-38,Feminino,Aracruz,ES,3
4472,Oliver Pires,925.074.618-02,Feminino,Ilhéus,BA,2
4473,Laís das Neves,149.672.530-16,Feminino,Várzea Grande,MT,1
4474,Ana Julia Freitas,029.367.485-00,Feminino,Vitória do Jari,AP,1
4475,Sra. Zoe Costela,674.801.953-20,Masculino,Rio de Janeiro,RJ,2
4476,Lara Nunes,197.362.405-25,Feminino,Belford Roxo,RJ,1
4477,Gabriel Monteiro,531.286.709-86,Masculino,Balsas,MA,1
4478,Vitor Gabriel da Cruz,860.147.932-40,Masculino,Parauapebas,PA,1
4479,Paulo Macedo,567.218.093-03,Feminino,São Mateus,ES,1
4480,Thales da Paz,327.046.159-34,Masculino,Araguaína,TO,1
4481,Ana Clara Teixeira,037.495.682-00,Feminino,Ilhéus,BA,2
4482,Cecília Abreu,823.907.564-92,Masculino,Normandia,RR,1
4483,Nicole Ferreira,785.039.624-38,Masculino,Macapá,AP,2
4484,Maria Laura da Luz,490.218.635-70,Masculino,Vitória de Santo Antão,PE,2
4485,Srta. Maya Ramos,298.356.140-24,Feminino,Manacapuru,AM,1
4486,Luigi da Mata,026.951.843-60,Feminino,Quixadá,CE,2
4487,Sra. Cecília Borges,856.473.290-47,Feminino,Santos,SP,1
4488,Rael da Mota,531.407.628-44,Masculino,Porto Nacional,TO,3
4489,Maysa Jesus,148.295.307-23,Feminino,Humaitá,AM,1
4490,Ana Carolina Pinto,085.321.674-62,Feminino,Belém,PA,1
4491,Maria Júlia Sá,319.528.076-03,Feminino,Florianópolis,SC,2
4492,Enzo Ramos,785.162.340-53,Masculino,Várzea Grande,MT,2
4493,Sr. Emanuel Camargo,679.504.382-74,Feminino,Lucas do Rio Verde,MT,1
4494,Marcos Vinicius Lima,587.491.206-11,Masculino,Picos,PI,3
4495,Maria Cecília Novaes,235.970.681-03,Masculino,Campo Grande,MS,1
4496,Maitê Almeida,386.147.259-73,Feminino,Laranjal do Jari,AP,1
4497,Alícia Moreira,148.763.059-00,Feminino,Contagem,MG,1
4498,Sr. Fernando Rodrigues,831.257.049-79,Feminino,Bonfim,RR,1
4499,Bella Pinto,047.839.615-57,Feminino,Colombo,PR,3
4500,Heloisa da Costa,451.798.623-37,Masculino,Barra do Garças,MT,1
4501,Dr. Caio Moraes,397.460.281-03,Masculino,Picos,PI,1
4502,Sra. Clara Ferreira,074.186.935-75,Feminino,Sete Lagoas,MG,1
4503,Ana Liz Rezende,076.382.495-00,Feminino,Capela,SE,3
4504,Sr. Liam Mendes,603.791.458-39,Feminino,Guarapari,ES,2
4505,Fernando da Cunha,741.203.958-04,Masculino,São José dos Campos,SP,3
4506,Maria Vitória Santos,142.579.386-09,Masculino,Salvador,BA,3
4507,Pedro Miguel Moura,275.836.104-35,Feminino,São Gonçalo do Amarante,RN,2
4508,José Pedro Gonçalves,017.529.384-88,Feminino,Balneário Camboriú,SC,2
4509,Srta. Ana Liz Siqueira,925.374.186-46,Feminino,Floriano,PI,2
4510,Mariane Cardoso,783.549.612-73,Masculino,Ceará-Mirim,RN,2
4511,Dr. Alexandre Carvalho,347.602.859-38,Feminino,Ji-Paraná,RO,1
4512,Júlia Ribeiro,028.376.594-10,Masculino,Machadinho d'Oeste,RO,2
4513,Maria Flor Mendes,562.379.481-55,Masculino,Novo Hamburgo,RS,1
4514,Igor Vasconcelos,483.972.610-87,Feminino,Aracruz,ES,1
4515,Letícia Pires,290.648.371-04,Masculino,Caruaru,PE,2
4516,José Pedro Monteiro,653.480.921-42,Feminino,Senador Guiomard,AC,2
4517,Eloah Machado,043.862.157-35,Masculino,Nossa Senhora do Socorro,SE,3
4518,Luiz Gustavo Vargas,834.562.107-44,Feminino,Jaraguá do Sul,SC,2
4519,Nina Silva,385.261.709-02,Feminino,Primavera do Leste,MT,1
4520,Joana Nascimento,046.873.921-13,Masculino,União,PI,2
4521,Gabriela da Cunha,279.835.041-79,Masculino,Gurupi,TO,1
4522,Mirella Correia,781.230.546-53,Feminino,Recife,PE,2
4523,Sra. Hadassa Garcia,713.549.806-20,Masculino,Normandia,RR,1
4524,Henrique Barbosa,916.370.548-66,Feminino,Alto Alegre,RR,1
4525,Dra. Maria Laura Pinto,896.371.025-40,Feminino,Brasileia,AC,2
4526,Leonardo Martins,928.735.410-32,Feminino,Barra do Garças,MT,1
4527,Mirella Caldeira,671.524.980-67,Masculino,Rio de Janeiro,RJ,1
4528,Dr. Vitor Gabriel Freitas,235.147.089-32,Masculino,Sobral,CE,3
4529,Bernardo Câmara,734.261.590-07,Feminino,Estância,SE,3
4530,Luiz Felipe Dias,829.046.751-67,Feminino,Anápolis,GO,3
4531,Alexandre Machado,067.358.192-68,Masculino,Sapé,PB,1
4532,Matteo da Rosa,538.172.694-55,Masculino,Paranaíba,MS,1
4533,Henry Gabriel Fonseca,392.650.487-00,Feminino,Ariquemes,RO,2
4534,Dr. Nathan Machado,514.769.238-09,Masculino,Sorocaba,SP,2
4535,Ana Cecília da Conceição,170.234.958-60,Masculino,Recanto das Emas,DF,3
4536,Asafe Azevedo,435.268.197-00,Masculino,Uberaba,MG,1
4537,Sophia Moraes,368.192.457-00,Feminino,Bonfim,RR,1
4538,Sofia Camargo,063.817.492-96,Feminino,Jaraguá do Sul,SC,1
4539,Amanda Garcia,042.687.159-67,Masculino,Rondonópolis,MT,3
4540,Caio Pimenta,247.916.058-02,Masculino,Barra do Garças,MT,1
4541,Eloá Araújo,937.105.642-80,Feminino,Ipatinga,MG,2
4542,Clarice Silveira,983.460.517-00,Masculino,Manacapuru,AM,3
4543,Maria Eduarda Pinto,547.306.921-52,Masculino,Foz do Iguaçu,PR,1
4544,Ana Beatriz da Costa,049.725.386-00,Feminino,Guajará-Mirim,RO,2
4545,Guilherme Campos,438.702.615-44,Feminino,São José dos Pinhais,PR,1
4546,Cauã Sousa,195.246.870-11,Feminino,Simão Dias,SE,2
4547,Olívia Peixoto,160.479.385-66,Masculino,Paraíso do Tocantins,TO,1
4548,Maria Vitória Dias,920.684.537-38,Masculino,Santa Inês,MA,1
4549,Amanda Nunes,016.749.538-01,Feminino,Araguaína,TO,3
4550,Helena Sousa,609.214.758-02,Feminino,Fortaleza,CE,1
4551,Juliana Pereira,732.064.859-83,Masculino,Nova Iguaçu,RJ,1
4552,Sr. Lucas Gabriel Costa,053.127.649-06,Feminino,Porto Grande,AP,1
4553,Thales Aparecida,469.752.810-76,Masculino,Porto Grande,AP,1
4554,Maria Luiza Nunes,324.089.567-65,Masculino,Montes Claros,MG,1
4555,Gabrielly Freitas,310.845.726-80,Masculino,Blumenau,SC,1
4556,Sara Macedo,052.947.386-00,Masculino,Guaraí,TO,2
4557,Gabriel Pereira,420.795.138-50,Feminino,Guarapari,ES,1
4558,Sophie Vieira,380.197.652-12,Feminino,Maceió,AL,3
4559,Bryan Cassiano,056.482.793-29,Masculino,Feira de Santana,BA,1
4560,Isis Moreira,781.692.045-85,Feminino,Penedo,AL,1
4561,Dra. Bárbara da Mota,059.874.631-57,Masculino,Currais Novos,RN,3
4562,Thales Andrade,094.725.863-92,Masculino,Passo Fundo,RS,2
4563,Evelyn Rios,481.059.237-50,Masculino,Parnamirim,RN,2
4564,Liam Duarte,362.789.015-95,Feminino,Águas Lindas de Goiás,GO,1
4565,Eduardo Ribeiro,987.065.124-02,Feminino,Rondonópolis,MT,3
4566,Lucas Gabriel Casa Grande,941.360.857-10,Feminino,Foz do Iguaçu,PR,1
4567,Isabel Castro,406.521.387-80,Feminino,Capela,SE,2
4568,Mathias Viana,641.590.832-42,Masculino,Colombo,PR,1
4569,Gustavo Henrique Câmara,016.347.285-80,Feminino,Ilhéus,BA,2
4570,Nicole da Cruz,238.749.016-96,Feminino,Criciúma,SC,2
4571,João Miguel Gonçalves,290.538.716-59,Feminino,Balneário Camboriú,SC,1
4572,Alice Fernandes,950.482.167-76,Feminino,Osasco,SP,2
4573,Ísis da Conceição,625.391.074-43,Masculino,Iguatu,CE,1
4574,Ravi Lucca da Paz,105.482.367-71,Masculino,Tartarugalzinho,AP,3
4575,Dr. Lucca Borges,845.721.390-32,Masculino,Salvador,BA,3
4576,Luiza Carvalho,217.864.905-01,Masculino,Itabuna,BA,1
4577,Pietra Ramos,280.517.694-49,Masculino,Nova Iguaçu,RJ,1
4578,Natália Cavalcanti,651.897.203-30,Feminino,Feira de Santana,BA,2
4579,Lucas Gabriel Mendonça,813.025.769-68,Feminino,Oiapoque,AP,1
4580,Bento Cunha,024.691.538-24,Feminino,Recife,PE,2
4581,Gustavo Henrique Azevedo,469.821.073-96,Feminino,Maringá,PR,2
4582,Pietra Montenegro,058.741.632-71,Feminino,Codó,MA,3
4583,Davi Lucas Lima,047.386.529-74,Feminino,Barra do Garças,MT,2
4584,Dr. Pedro Henrique Ramos,418.720.356-71,Masculino,Ilhéus,BA,3
4585,Mateus Machado,276.184.390-87,Feminino,Cametá,PA,3
4586,Pedro Miguel Camargo,147.206.958-76,Masculino,Criciúma,SC,2
4587,Benício Casa Grande,704.162.589-30,Masculino,Florianópolis,SC,1
4588,Yuri Barros,438.076.512-17,Masculino,Ponta Porã,MS,1
4589,Leandro Jesus,970.385.246-74,Masculino,Piripiri,PI,2
4590,Léo Monteiro,872.140.635-90,Masculino,São Leopoldo,RS,2
4591,Dr. Valentim Guerra,026.815.394-98,Masculino,Blumenau,SC,1
4592,Dr. Marcos Vinicius Sousa,937.028.416-87,Masculino,Camaçari,BA,2
4593,Alícia Fogaça,718.634.259-00,Masculino,Cacoal,RO,2
4594,Benicio Araújo,274.685.901-76,Masculino,Cuiabá,MT,3
4595,Igor Macedo,936.870.215-21,Masculino,Parauapebas,PA,2
4596,Sra. Bruna Campos,891.304.726-87,Masculino,São Leopoldo,RS,2
4597,Sra. Hellena da Rocha,794.835.210-41,Feminino,Maringá,PR,2
4598,Isabela Sales,318.295.670-12,Masculino,Parnaíba,PI,2
4599,Lucas Gabriel da Mota,597.430.826-38,Feminino,Guarulhos,SP,3
4600,Melina Ramos,045.219.837-23,Feminino,Sousa,PB,1
4601,Cauã Vasconcelos,412.387.509-23,Feminino,Cascavel,PR,2
4602,Maria Alice Garcia,724.085.936-38,Feminino,Barreiras,BA,3
4603,Sr. Theo Melo,485.321.690-15,Feminino,Barreiras,BA,1
4604,Sra. Helena Macedo,428.610.597-02,Masculino,Primavera do Leste,MT,1
4605,Brayan Abreu,649.031.587-48,Masculino,Cuiabá,MT,2
4606,Srta. Bianca Silveira,487.309.615-48,Feminino,Novo Hamburgo,RS,3
4607,Eloá Freitas,093.184.265-42,Masculino,Caucaia,CE,2
4608,Bento Freitas,065.934.728-83,Masculino,Guará,DF,2
4609,Lívia Nogueira,849.521.736-82,Masculino,Macaé,RJ,3
4610,Julia Barbosa,108.659.724-94,Masculino,Contagem,MG,1
4611,Maria Luiza Souza,049.631.872-13,Masculino,Itajaí,SC,3
4612,Sr. Ravi Lucca Dias,167.498.305-01,Masculino,Itajaí,SC,2
4613,Marina Fogaça,314.582.607-71,Masculino,Cacoal,RO,1
4614,Ana Clara da Paz,310.968.475-66,Feminino,Serra,ES,1
4615,Lucas Gabriel Montenegro,936.821.705-02,Masculino,Canoas,RS,2
4616,Maria Júlia Sales,789.145.032-32,Feminino,Ipatinga,MG,3
4617,Gustavo Andrade,528.146.703-44,Feminino,Ananindeua,PA,2
4618,Ravi Lucca Monteiro,504.278.369-56,Feminino,Jaraguá do Sul,SC,1
4619,Ester da Luz,486.923.017-87,Feminino,Timon,MA,3
4620,Srta. Mariah Caldeira,658.721.390-12,Feminino,Luziânia,GO,2
4621,Ravy Araújo,214.530.697-80,Feminino,Mossoró,RN,1
4622,Renan Rios,610.843.295-06,Masculino,Nova Cruz,RN,1
4623,Augusto Sá,437.801.695-84,Masculino,Duque de Caxias,RJ,1
4624,Sr. Gustavo Duarte,623.718.945-91,Feminino,Penedo,AL,1
4625,Dr. Anthony da Rocha,851.049.672-20,Masculino,Nossa Senhora da Glória,SE,3
4626,Isabela Cavalcanti,267.405.819-67,Feminino,Guará,DF,2
4627,Fernando Ferreira,927.140.386-03,Masculino,Barreiras,BA,3
4628,Diogo Cardoso,925.148.076-11,Masculino,Vitória da Conquista,BA,1
4629,Dr. Mathias Borges,765.931.428-91,Masculino,Juazeiro,BA,1
4630,Sr. Pedro Henrique Lopes,073.152.948-05,Masculino,Ponta Grossa,PR,1
4631,Srta. Olivia Moraes,361.254.798-46,Feminino,Formosa,GO,2
4632,Maria Luiza Garcia,809.342.617-50,Feminino,Altos,PI,2
4633,Apollo Aragão,297.804.163-31,Feminino,Corumbá,MS,2
4634,Allana da Mota,702.481.635-07,Masculino,Normandia,RR,1
4635,Diego Rodrigues,137.289.560-40,Masculino,Machadinho d'Oeste,RO,1
4636,Emanuella Pires,264.879.501-49,Feminino,São Paulo,SP,1
4637,Carolina Pimenta,396.547.108-20,Masculino,Timon,MA,3
4638,Ravy Cavalcanti,815.460.372-17,Feminino,Miracema do Tocantins,TO,3
4639,Sofia Sá,089.274.153-88,Masculino,Maués,AM,1
4640,Srta. Maysa Casa Grande,495.617.382-28,Masculino,Santa Maria,DF,3
4641,Mathias Mendonça,327.165.048-90,Masculino,Sena Madureira,AC,2
4642,Diogo Dias,016.478.523-07,Masculino,Capela,SE,2
4643,Luiz Miguel Brito,165.870.349-93,Feminino,Mazagão,AP,1
4644,Juan Pastor,513.847.920-23,Masculino,Machadinho d'Oeste,RO,1
4645,Sra. Nicole Duarte,268.593.074-47,Feminino,Senador Guiomard,AC,1
4646,Antonella Cunha,207.164.893-50,Feminino,Oiapoque,AP,2
4647,Julia Guerra,590.631.824-06,Masculino,Amapá,AP,3
